"Relative Time (Process)","train50-dali - system/gpu.0.gpu","train50-dali - system/gpu.0.gpu__MIN","train50-dali - system/gpu.0.gpu__MAX"
"13785.724919277","80","80","80"
"13800.725517184","77","77","77"
"13815.726070338","74","74","74"
"13830.726184178","99","99","99"
"13845.725767309","74","74","74"
"13860.725186006","77","77","77"
"13875.72567621","88","88","88"
"13890.727390284","76","76","76"
"13905.724886209","79","79","79"
"13920.725281102","91","91","91"
"13935.725001362","72","72","72"
"13950.726447191","70","70","70"
"13965.72562752","86","86","86"
"13980.725149161","79","79","79"
"13995.725224196","76","76","76"
"14010.726283169","95","95","95"
"14025.725430603","94","94","94"
"14040.725733629","68","68","68"
"14055.72538336","92","92","92"
"14070.726417446","79","79","79"
"14085.725824284","76","76","76"
"14100.725594659","68","68","68"
"14115.725586387","75","75","75"
"14130.725273233","78","78","78"
"14145.727152883","86","86","86"
"14160.72480157","80","80","80"
"14175.725434541","89","89","89"
"14190.725051353","81","81","81"
"14205.725893678","100","100","100"
"14220.725155316","93","93","93"
"14235.725853008","84","84","84"
"14250.725326949","95","95","95"
"14265.726385143","82","82","82"
"14280.725334006","76","76","76"
"14295.725195282","81","81","81"
"14310.725070102","89","89","89"
"14325.731450403","91","91","91"
"14340.726668359","90","90","90"
"14355.724931026","95","95","95"
"14370.725487546","96","96","96"
"14385.726488775","94","94","94"
"14400.726480914","68","68","68"
"14415.724763902","75","75","75"
"14430.725506906","83","83","83"
"14445.726504039","75","75","75"
"14460.726038334","80","80","80"
"14475.726091519","88","88","88"
"14490.725957902","83","83","83"
"14505.72672685","95","95","95"
"14520.724718231","70","70","70"
"14535.725834494","75","75","75"
"14550.724663143","95","95","95"
"14565.725921737","93","93","93"
"14580.725170405","91","91","91"
"14595.725071585","85","85","85"
"14610.725598445","99","99","99"
"14625.726159051","79","79","79"
"14640.725893049","77","77","77"
"14655.725227097","82","82","82"
"14670.726070356","53","53","53"
"14685.727437155","94","94","94"
"14700.725256105","94","94","94"
"14715.72542081","54","54","54"
"14730.725142266","90","90","90"
"14745.727499724","68","68","68"
"14760.725579664","67","67","67"
"14775.725049699","72","72","72"
"14790.725356532","91","91","91"
"14805.725108569","77","77","77"
"14820.724859833","84","84","84"
"14835.725739274","82","82","82"
"14850.726617153","63","63","63"
"14865.727194429","79","79","79"
"14880.725547357","71","71","71"
"14895.725436278","90","90","90"
"14910.733131147","78","78","78"
"14925.726001398","89","89","89"
"14940.726229142","91","91","91"
"14955.725135276","67","67","67"
"14970.726257838","87","87","87"
"14985.726597271","89","89","89"
"15000.725542503","83","83","83"
"15015.725436578","50","50","50"
"15030.726532157","92","92","92"
"15045.726797692","81","81","81"
"15060.725219283","91","91","91"
"15075.724944075","91","91","91"
"15090.725349163","96","96","96"
"15105.727212324","83","83","83"
"15120.725468987","62","62","62"
"15135.725377469","74","74","74"
"15150.72550057","56","56","56"
"15165.727737979","82","82","82"
"15180.725805933","84","84","84"
"15195.725675752","84","84","84"
"15210.725964486","92","92","92"
"15225.725755039","90","90","90"
"15240.725668764","83","83","83"
"15255.725046594","94","94","94"
"15270.72582062","97","97","97"
"15285.727941509","90","90","90"
"15300.72553642","95","95","95"
"15315.724897773","90","90","90"
"15330.72568692","84","84","84"
"15345.726028342","77","77","77"
"15360.725748169","72","72","72"
"15375.725179313","73","73","73"
"15390.725013925","65","65","65"
"15405.726066626","90","90","90"
"15420.725657359","85","85","85"
"15435.724850831","89","89","89"
"15450.725450656","96","96","96"
"15465.727715593","92","92","92"
"15480.725366395","62","62","62"
"15495.725074753","76","76","76"
"15510.725966238","64","64","64"
"15525.730511206","98","98","98"
"15540.725698187","71","71","71"
"15555.724699823","87","87","87"
"15570.725359319","65","65","65"
"15585.726224107","82","82","82"
"15600.725895697","82","82","82"
"15615.72536203","87","87","87"
"15630.725265638","78","78","78"
"15645.726402265","86","86","86"
"15660.72565016","96","96","96"
"15675.724641089","67","67","67"
"15690.725701891","74","74","74"
"15705.72530064","68","68","68"
"15720.726740293","77","77","77"
"15735.725367294","81","81","81"
"15750.726062344","88","88","88"
"15765.725936173","75","75","75"
"15780.727226087","98","98","98"
"15795.725461108","69","69","69"
"15810.725793651","84","84","84"
"15825.725466216","69","69","69"
"15840.72800554","96","96","96"
"15855.725185982","73","73","73"
"15870.725752546","71","71","71"
"15885.725739867","72","72","72"
"15900.726948883","91","91","91"
"15915.725234653","90","90","90"
"15930.725256901","76","76","76"
"15945.724869002","82","82","82"
"15960.727064206","71","71","71"
"15975.725241772","91","91","91"
"15990.72541725","61","61","61"
"16005.7245294","75","75","75"
"16020.727590682","82","82","82"
"16035.725580148","59","59","59"
"16050.724888453","78","78","78"
"16065.724827822","95","95","95"
"16080.726571812","93","93","93"
"16095.725431709","62","62","62"
"16110.725994712","95","95","95"
"16125.725753084","63","63","63"
"16140.726198079","91","91","91"
"16155.725801066","90","90","90"
"16170.725659087","65","65","65"
"16185.724748746","83","83","83"
"16200.726181432","72","72","72"
"16215.726692262","98","98","98"
"16230.725647709","76","76","76"
"16245.724771853","88","88","88"
"16260.725293562","86","86","86"
"16275.725851406","87","87","87"
"16290.725123041","75","75","75"
"16305.725203077","83","83","83"
"16320.725571518","83","83","83"
"16335.728547687","91","91","91"
"16350.724995246","74","74","74"
"16365.72540155","100","100","100"
"16380.725292147","75","75","75"
"16395.726075809","75","75","75"
"16410.725421618","66","66","66"
"16425.725527472","99","99","99"
"16440.725348389","95","95","95"
"16455.727771623","72","72","72"
"16470.725188614","84","84","84"
"16485.725175939","94","94","94"
"16500.72547809","84","84","84"
"16515.726025584","92","92","92"
"16530.726407936","92","92","92"
"16545.72522131","72","72","72"
"16560.72515296","88","88","88"
"16575.725389505","91","91","91"
"16590.726456254","83","83","83"
"16605.725482414","88","88","88"
"16620.725574559","98","98","98"
"16635.725523848","65","65","65"
"16650.726222276","72","72","72"
"16665.725795243","88","88","88"
"16680.724917691","80","80","80"
"16695.725052065","71","71","71"
"16710.726041288","72","72","72"
"16725.727172203","76","76","76"
"16740.725468975","84","84","84"
"16755.725290494","86","86","86"
"16770.725104785","97","97","97"
"16785.732364444","67","67","67"
"16800.725716339","97","97","97"
"16815.725595682","92","92","92"
"16830.725646885","70","70","70"
"16845.725662534","72","72","72"
"16860.725429717","67","67","67"
"16875.725636628","97","97","97"
"16890.725710639","95","95","95"
"16905.726324498","82","82","82"
"16920.7261196","82","82","82"
"16935.725048888","81","81","81"
"16950.725542507","92","92","92"
"16965.726806863","87","87","87"
"16980.727618728","83","83","83"
"16995.725073581","86","86","86"
"17010.725472019","75","75","75"
"17025.725614093","68","68","68"
"17040.726546102","72","72","72"
"17055.725465348","91","91","91"
"17070.725835442","98","98","98"
"17085.724826135","92","92","92"
"17100.726207559","92","92","92"
"17115.725966323","91","91","91"
"17130.724817306","88","88","88"
"17145.724999343","96","96","96"
"17160.72658764","54","54","54"
"17175.726092912","89","89","89"
"17190.724968393","72","72","72"
"17205.725623529","62","62","62"
"17220.726679847","92","92","92"
"17235.727690908","82","82","82"
"17250.72512711","92","92","92"
"17265.725837452","82","82","82"
"17280.725640847","86","86","86"
"17295.728292491","68","68","68"
"17310.72504721","71","71","71"
"17325.72495475","89","89","89"
"17340.725124849","94","94","94"
"17355.725806602","98","98","98"
"17370.725578253","92","92","92"
"17385.725020275","91","91","91"
"17400.725236077","80","80","80"
"17415.731279125","50","50","50"
"17430.726549637","91","91","91"
"17445.725384935","60","60","60"
"17460.725086655","64","64","64"
"17475.726038157","92","92","92"
"17490.726904357","91","91","91"
"17505.725103477","94","94","94"
"17520.725536742","72","72","72"
"17535.725483995","88","88","88"
"17550.72800301","94","94","94"
"17565.724644057","85","85","85"
"17580.725239471","86","86","86"
"17595.725684831","76","76","76"
"17610.726139267","71","71","71"
"17625.724846049","69","69","69"
"17640.725543548","91","91","91"
"17655.724897305","96","96","96"
"17670.726879898","70","70","70"
"17685.726242617","72","72","72"
"17700.725509821","71","71","71"
"17715.725444849","86","86","86"
"17730.726950364","95","95","95"
"17745.725587011","91","91","91"
"17760.725331037","93","93","93"
"17775.724912505","74","74","74"
"17790.726963217","67","67","67"
"17805.727205302","73","73","73"
"17820.725072069","66","66","66"
"17835.725751472","80","80","80"
"17850.72510422","93","93","93"
"17865.728214378","99","99","99"
"17880.725182077","88","88","88"
"17895.725739908","92","92","92"
"17910.725703604","88","88","88"
"17925.726807001","65","65","65"
"17940.725172763","89","89","89"
"17955.725292874","56","56","56"
"17970.725278905","77","77","77"
"17985.726513252","89","89","89"
"18000.725768524","86","86","86"
"18015.725733164","71","71","71"
"18030.725583564","76","76","76"
"18045.726897168","76","76","76"
"18060.72723203","72","72","72"
"18075.725628912","80","80","80"
"18090.725200688","94","94","94"
"18105.726670357","73","73","73"
"18120.727702782","97","97","97"
"18135.725158794","79","79","79"
"18150.725536795","69","69","69"
"18165.725386731","88","88","88"
"18180.726316163","91","91","91"
"18195.724878963","76","76","76"
"18210.725023434","83","83","83"
"18225.725087991","82","82","82"
"18240.72625618","75","75","75"
"18255.725556817","85","85","85"
"18270.725753307","87","87","87"
"18285.725022681","83","83","83"
"18300.726625482","69","69","69"
"18315.725966484","67","67","67"
"18330.725640167","83","83","83"
"18345.725147915","87","87","87"
"18360.726560373","88","88","88"
"18375.726635973","90","90","90"
"18390.725434558","85","85","85"
"18405.725512762","83","83","83"
"18420.724792645","82","82","82"
"18435.727152309","97","97","97"
"18450.725011207","74","74","74"
"18465.725501161","94","94","94"
"18480.725154537","75","75","75"
"18495.726603541","61","61","61"
"18510.725448972","86","86","86"
"18525.725605535","71","71","71"
"18540.725080191","98","98","98"
"18555.726222233","66","66","66"
"18570.725647621","63","63","63"
"18585.725651113","74","74","74"
"18600.724765462","86","86","86"
"18615.725748394","73","73","73"
"18630.725457739","90","90","90"
"18645.724829151","84","84","84"
"18660.725204559","90","90","90"
"18675.726706765","72","72","72"
"18690.726464376","79","79","79"
"18705.725756244","94","94","94"
"18720.759332569","93","93","93"
"18735.72579254","92","92","92"
"18750.728403171","70","70","70"
"18765.725692666","94","94","94"
"18780.725596176","80","80","80"
"18795.725549493","79","79","79"
"18810.725907132","77","77","77"
"18825.725438382","63","63","63"
"18840.724685049","74","74","74"
"18855.725872537","63","63","63"
"18870.72663217","89","89","89"
"18885.724973188","97","97","97"
"18900.725184995","66","66","66"
"18915.726098173","93","93","93"
"18930.72675216","94","94","94"
"18945.7270814","67","67","67"
"18960.725928189","84","84","84"
"18975.725814031","72","72","72"
"18990.725534914","73","73","73"
"19005.726029674","89","89","89"
"19020.725401079","75","75","75"
"19035.725492102","95","95","95"
"19050.725674888","70","70","70"
"19065.726541204","68","68","68"
"19080.725362949","98","98","98"
"19095.725841545","80","80","80"
"19110.724903693","89","89","89"
"19125.726624357","83","83","83"
"19140.725428495","85","85","85"
"19155.725118134","82","82","82"
"19170.724921888","75","75","75"
"19185.729264722","88","88","88"
"19200.72664541","79","79","79"
"19215.725707997","95","95","95"
"19230.724998077","99","99","99"
"19245.729195875","90","90","90"
"19260.72760367","75","75","75"
"19275.725508141","90","90","90"
"19290.725527328","77","77","77"
"19305.725688206","65","65","65"
"19320.728939792","73","73","73"
"19335.72503426","93","93","93"
"19350.725680409","87","87","87"
"19365.725349243","93","93","93"
"19380.726801594","71","71","71"
"19395.725044184","91","91","91"
"19410.724560831","94","94","94"
"19425.724981589","84","84","84"
"19440.726470236","76","76","76"
"19455.725893905","75","75","75"
"19470.725657759","76","76","76"
"19485.725587179","81","81","81"
"19500.726757771","75","75","75"
"19515.726916576","73","73","73"
"19530.725275927","90","90","90"
"19545.724789612","71","71","71"
"19560.725977428","65","65","65"
"19575.725958801","80","80","80"
"19590.725247588","89","89","89"
"19605.725241901","93","93","93"
"19620.725378362","82","82","82"
"19635.726735239","94","94","94"
"19650.724825921","96","96","96"
"19665.725119801","83","83","83"
"19680.725887513","72","72","72"
"19695.726332941","89","89","89"
"19710.725843195","85","85","85"
"19725.724582773","81","81","81"
"19740.725156776","81","81","81"
"19755.726477534","97","97","97"
"19770.725764148","77","77","77"
"19785.724718443","96","96","96"
"19800.725765265","89","89","89"
"19815.72690058","51","51","51"
"19830.72732691","93","93","93"
"19845.725198041","93","93","93"
"19860.725686499","89","89","89"
"19875.725175186","90","90","90"
"19890.728705517","22","22","22"
"19905.725751619","79","79","79"
"19920.724826059","73","73","73"
"19935.725170816","78","78","78"
"19950.729421487","75","75","75"
"19965.725284741","69","69","69"
"19980.725510305","66","66","66"
"19995.725842557","98","98","98"
"20010.726457564","85","85","85"
"20025.724968778","86","86","86"
"20040.725672129","70","70","70"
"20055.725446304","82","82","82"
"20070.726715726","76","76","76"
"20085.726362979","77","77","77"
"20100.725749443","54","54","54"
"20115.725678367","86","86","86"
"20130.726220136","88","88","88"
"20145.727296528","89","89","89"
"20160.725041538","95","95","95"
"20175.725092088","80","80","80"
"20190.725679794","87","87","87"
"20205.728177559","93","93","93"
"20220.725622324","91","91","91"
"20235.724858663","56","56","56"
"20250.724769241","58","58","58"
"20265.726209177","91","91","91"
"20280.725700498","85","85","85"
"20295.725036829","85","85","85"
"20310.725705068","89","89","89"
"20325.726630895","91","91","91"
"20340.725250963","76","76","76"
"20355.725070503","59","59","59"
"20370.725864384","96","96","96"
"20385.726712365","88","88","88"
"20400.725815574","86","86","86"
"20415.72516674","71","71","71"
"20430.725533732","57","57","57"
"20445.726394407","95","95","95"
"20460.727205941","65","65","65"
"20475.725789841","96","96","96"
"20490.725435802","88","88","88"
"20505.724827702","91","91","91"
"20520.728051562","63","63","63"
"20535.725575264","94","94","94"
"20550.72572932","89","89","89"
"20565.725944845","92","92","92"
"20580.730368551","72","72","72"
"20595.729253655","77","77","77"
"20610.725108025","89","89","89"
"20625.725766431","96","96","96"
"20640.725625496","68","68","68"
"20655.725425819","82","82","82"
"20670.72580069","74","74","74"
"20685.725577956","89","89","89"
"20700.725502422","93","93","93"
"20715.726263336","58","58","58"
"20730.726031827","72","72","72"
"20745.724454098","89","89","89"
"20760.725505331","85","85","85"
"20775.726327237","87","87","87"
"20790.726172","86","86","86"
"20805.725535852","99","99","99"
"20820.725072823","84","84","84"
"20835.724486935","100","100","100"
"20850.726740535","85","85","85"
"20865.726800567","88","88","88"
"20880.725227878","94","94","94"
"20895.725898735","73","73","73"
"20910.725477855","98","98","98"
"20925.728682019","100","100","100"
"20940.725890697","69","69","69"
"20955.725570491","80","80","80"
"20970.725607333","86","86","86"
"20985.728091774","85","85","85"
"21000.72586436","45","45","45"
"21015.72518736","92","92","92"
"21030.72558376","78","78","78"
"21045.725419239","91","91","91"
"21060.727394129","71","71","71"
"21075.725422668","98","98","98"
"21090.7250278","85","85","85"
"21105.725303337","73","73","73"
"21120.726589988","92","92","92"
"21135.725662452","71","71","71"
"21150.725423176","82","82","82"
"21165.725752122","84","84","84"
"21180.726557842","90","90","90"
"21195.726980402","86","86","86"
"21210.725082834","96","96","96"
"21225.725412613","90","90","90"
"21240.726750387","74","74","74"
"21255.728711933","75","75","75"
"21270.725369114","82","82","82"
"21285.725540903","98","98","98"
"21300.725405831","78","78","78"
"21315.726293036","98","98","98"
"21330.725071135","87","87","87"
"21345.725877126","78","78","78"
"21360.725407566","96","96","96"
"21375.726207528","87","87","87"
"21390.726650498","74","74","74"
"21405.724889451","95","95","95"
"21420.72549591","97","97","97"
"21435.725381188","70","70","70"
"21450.728516902","98","98","98"
"21465.725081573","86","86","86"
"21480.725688129","78","78","78"
"21495.725594224","85","85","85"
"21510.726602377","52","52","52"
"21525.725498238","67","67","67"
"21540.725523459","83","83","83"
"21555.725303409","78","78","78"
"21570.726302064","96","96","96"
"21585.727005075","79","79","79"
"21600.725341835","91","91","91"
"21615.725462601","89","89","89"
"21630.72511703","83","83","83"
"21645.728165975","61","61","61"
"21660.725392918","61","61","61"
"21675.724823865","69","69","69"
"21690.724862157","82","82","82"
"21705.726175193","67","67","67"
"21720.725630224","98","98","98"
"21735.724900737","76","76","76"
"21750.725059506","75","75","75"
"21765.726549823","71","71","71"
"21780.726528749","68","68","68"
"21795.724825811","84","84","84"
"21810.72578443","70","70","70"
"21825.725278032","75","75","75"
"21840.728292834","70","70","70"
"21855.725836845","67","67","67"
"21870.72520618","89","89","89"
"21885.725648413","72","72","72"
"21900.728249189","97","97","97"
"21915.725091121","85","85","85"
"21930.72548633","93","93","93"
"21945.725674735","97","97","97"
"21960.726410993","87","87","87"
"21975.725813844","91","91","91"
"21990.725360719","93","93","93"
"22005.7253852","90","90","90"
"22020.726254983","79","79","79"
"22035.727006816","92","92","92"
"22050.724921967","97","97","97"
"22065.725430179","82","82","82"
"22080.72547549","57","57","57"
"22095.728535641","73","73","73"
"22110.725584525","83","83","83"
"22125.725133394","77","77","77"
"22140.725399101","71","71","71"
"22155.727069612","68","68","68"
"22170.725951784","89","89","89"
"22185.724822808","70","70","70"
"22200.725681771","61","61","61"
"22215.72701289","76","76","76"
"22230.726697869","58","58","58"
"22245.725291485","70","70","70"
"22260.724747957","74","74","74"
"22275.726084486","68","68","68"
"22290.727783171","73","73","73"
"22305.725418602","75","75","75"
"22320.724774347","82","82","82"
"22335.725408453","69","69","69"
"22350.726073937","71","71","71"
"22365.724861128","62","62","62"
"22380.724833084","61","61","61"
"22395.725315615","76","76","76"
"22410.726678441","75","75","75"
"22425.726030459","68","68","68"
"22440.72517108","70","70","70"
"22455.725033741","68","68","68"
"22470.72494533","72","72","72"
"22485.725802989","76","76","76"
"22500.725036411","67","67","67"
"22515.725151332","74","74","74"
"22530.725858376","64","64","64"
"22545.726560466","68","68","68"
"22560.725411232","67","67","67"
"22575.725231095","65","65","65"
"22590.725189903","64","64","64"
"22605.725719022","70","70","70"
"22620.725371555","56","56","56"
"22635.725365999","77","77","77"
"22650.725739107","70","70","70"
"22665.726780967","72","72","72"
"22680.725373488","67","67","67"
"22695.725344079","76","76","76"
"22710.725479918","81","81","81"
"22725.727855069","67","67","67"
"22740.725523874","70","70","70"
"22755.724975797","70","70","70"
"22770.724950127","74","74","74"
"22785.728728605","68","68","68"
"22800.725790215","72","72","72"
"22815.725099964","67","67","67"
"22830.725311825","71","71","71"
"22845.72679427","64","64","64"
"22860.726079581","76","76","76"
"22875.725733688","73","73","73"
"22890.726000117","70","70","70"
"22905.725452788","75","75","75"
"22920.726037838","74","74","74"
"22935.725862916","75","75","75"
"22950.725451501","64","64","64"
"22965.726820704","64","64","64"
"22980.726717032","66","66","66"
"22995.724867461","79","79","79"
"23010.725427037","73","73","73"
"23025.725162015","73","73","73"
"23040.72556557","0","0","0"
"23055.725605331","0","0","0"
"23070.725275998","5","5","5"
"23085.725821823","92","92","92"
"23100.728740888","75","75","75"
"23115.725807989","86","86","86"
"23130.725594993","72","72","72"
"23145.72528171","90","90","90"
"23160.728928689","84","84","84"
"23175.725457563","98","98","98"
"23190.725259297","78","78","78"
"23205.72548901","71","71","71"
"23220.727640756","70","70","70"
"23235.725049053","86","86","86"
"23250.725788966","90","90","90"
"23265.725117996","93","93","93"
"23280.728985671","93","93","93"
"23295.725617373","81","81","81"
"23310.725628976","97","97","97"
"23325.725145144","88","88","88"
"23340.726033137","84","84","84"
"23355.72729665","70","70","70"
"23370.725990971","70","70","70"
"23385.725512439","58","58","58"
"23400.724777393","93","93","93"
"23415.727193992","71","71","71"
"23430.72507112","58","58","58"
"23445.725561982","93","93","93"
"23460.726175746","94","94","94"
"23475.727884182","66","66","66"
"23490.726007762","88","88","88"
"23505.725810134","83","83","83"
"23520.725527788","88","88","88"
"23535.726324789","76","76","76"
"23550.72499609","75","75","75"
"23565.725054454","89","89","89"
"23580.725912178","62","62","62"
"23595.726947922","89","89","89"
"23610.725884109","88","88","88"
"23625.724915735","88","88","88"
"23640.724814933","87","87","87"
"23655.726586656","82","82","82"
"23670.727045616","77","77","77"
"23685.725144145","86","86","86"
"23700.725122468","83","83","83"
"23715.725145887","86","86","86"
"23730.727223662","82","82","82"
"23745.725774662","97","97","97"
"23760.725763625","96","96","96"
"23775.726171996","76","76","76"
"23790.729172387","68","68","68"
"23805.725454738","75","75","75"
"23820.725462906","65","65","65"
"23835.725048568","81","81","81"
"23850.72643253","77","77","77"
"23865.72554682","70","70","70"
"23880.725630108","84","84","84"
"23895.725150188","70","70","70"
"23910.726039408","79","79","79"
"23925.725796738","78","78","78"
"23940.725608018","96","96","96"
"23955.725610308","73","73","73"
"23970.726070411","63","63","63"
"23985.725733021","85","85","85"
"24000.725471465","89","89","89"
"24015.72537453","80","80","80"
"24030.725168833","68","68","68"
"24045.726038128","91","91","91"
"24060.725655839","66","66","66"
"24075.72505777","80","80","80"
"24090.725781446","87","87","87"
"24105.726474778","89","89","89"
"24120.725591545","63","63","63"
"24135.725818386","72","72","72"
"24150.725360844","85","85","85"
"24165.725990297","97","97","97"
"24180.725601804","73","73","73"
"24195.725449494","52","52","52"
"24210.725451923","57","57","57"
"24225.726510547","92","92","92"
"24240.72649934","60","60","60"
"24255.725279997","89","89","89"
"24270.725183609","79","79","79"
"24285.725505622","83","83","83"
"24300.727132373","62","62","62"
"24315.725470467","64","64","64"
"24330.725068948","80","80","80"
"24345.725749997","71","71","71"
"24360.726236328","62","62","62"
"24375.725579664","87","87","87"
"24390.725025734","91","91","91"
"24405.72477682","83","83","83"
"24420.729049747","80","80","80"
"24435.725415368","54","54","54"
"24450.725521575","87","87","87"
"24465.725756039","84","84","84"
"24480.726163074","97","97","97"
"24495.72594058","75","75","75"
"24510.72555973","90","90","90"
"24525.725797013","82","82","82"
"24540.726523516","66","66","66"
"24555.727024583","78","78","78"
"24570.725099797","93","93","93"
"24585.725191168","85","85","85"
"24600.725080103","76","76","76"
"24615.725618562","93","93","93"
"24630.725681921","65","65","65"
"24645.725107879","87","87","87"
"24660.725784167","80","80","80"
"24675.725992102","80","80","80"
"24690.725496943","57","57","57"
"24705.725034698","67","67","67"
"24720.725940479","68","68","68"
"24735.728059442","69","69","69"
"24750.725278618","76","76","76"
"24765.725955977","73","73","73"
"24780.725585617","80","80","80"
"24795.727356866","73","73","73"
"24810.725668503","78","78","78"
"24825.725634505","91","91","91"
"24840.726544691","87","87","87"
"24855.727196987","86","86","86"
"24870.724932254","86","86","86"
"24885.724869269","90","90","90"
"24900.726664221","97","97","97"
"24915.725964227","94","94","94"
"24930.72516768","95","95","95"
"24945.725202469","87","87","87"
"24960.727446238","92","92","92"
"24975.727041424","73","73","73"
"24990.725521914","92","92","92"
"25005.725803517","81","81","81"
"25020.726783166","84","84","84"
"25035.727686104","85","85","85"
"25050.725867744","94","94","94"
"25065.725804425","73","73","73"
"25080.726637322","93","93","93"
"25095.726926116","98","98","98"
"25110.725008571","63","63","63"
"25125.724971749","93","93","93"
"25140.725660221","74","74","74"
"25155.725786488","94","94","94"
"25170.725795071","76","76","76"
"25185.725096871","72","72","72"
"25200.725534917","90","90","90"
"25215.72819224","58","58","58"
"25230.725192726","85","85","85"
"25245.724925752","83","83","83"
"25260.725282407","85","85","85"
"25275.728522427","91","91","91"
"25290.72500939","88","88","88"
"25305.725354772","81","81","81"
"25320.725390743","79","79","79"
"25335.726569327","60","60","60"
"25350.724630241","92","92","92"
"25365.724717338","90","90","90"
"25380.725269632","74","74","74"
"25395.726065258","93","93","93"
"25410.725664838","66","66","66"
"25425.72528459","81","81","81"
"25440.726674997","84","84","84"
"25455.725931657","69","69","69"
"25470.724913654","85","85","85"
"25485.724753041","95","95","95"
"25500.725242763","66","66","66"
"25515.726535445","78","78","78"
"25530.725349698","77","77","77"
"25545.725677315","54","54","54"
"25560.72562216","81","81","81"
"25575.726636571","88","88","88"
"25590.726125875","97","97","97"
"25605.724922448","86","86","86"
"25620.725271357","97","97","97"
"25635.725862269","60","60","60"
"25650.727100671","74","74","74"
"25665.725048113","89","89","89"
"25680.72515496","78","78","78"
"25695.724942917","88","88","88"
"25710.72700498","94","94","94"
"25725.725485487","97","97","97"
"25740.725755633","85","85","85"
"25755.72516597","79","79","79"
"25770.727839794","89","89","89"
"25785.724726218","80","80","80"
"25800.72498577","90","90","90"
"25815.724898256","66","66","66"
"25830.726321551","59","59","59"
"25845.725591082","83","83","83"
"25860.725586971","78","78","78"
"25875.725445682","64","64","64"
"25890.725949643","77","77","77"
"25905.72543881","60","60","60"
"25920.725269016","77","77","77"
"25935.724938462","89","89","89"
"25950.726441568","91","91","91"
"25965.724775434","74","74","74"
"25980.724795252","73","73","73"
"25995.725175994","77","77","77"
"26010.725562923","0","0","0"
"26025.725768888","84","84","84"
"26040.725442594","71","71","71"
"26055.72553744","78","78","78"
"26070.726790885","78","78","78"
"26085.727488435","81","81","81"
"26100.725209951","95","95","95"
"26115.725883765","71","71","71"
"26130.724860813","83","83","83"
"26145.728045318","82","82","82"
"26160.725793327","93","93","93"
"26175.72556446","79","79","79"
"26190.725165679","71","71","71"
"26205.726647843","83","83","83"
"26220.725465629","77","77","77"
"26235.725883571","67","67","67"
"26250.725767449","98","98","98"
"26265.73036256","75","75","75"
"26280.725600454","68","68","68"
"26295.725301505","95","95","95"
"26310.725212399","75","75","75"
"26325.726254258","65","65","65"
"26340.724990076","66","66","66"
"26355.724910472","91","91","91"
"26370.725314293","83","83","83"
"26385.72606076","64","64","64"
"26400.728271068","74","74","74"
"26415.725818403","64","64","64"
"26430.725136505","64","64","64"
"26445.726479619","92","92","92"
"26460.727054978","84","84","84"
"26475.725048512","88","88","88"
"26490.725702128","93","93","93"
"26505.725744779","94","94","94"
"26520.728215226","79","79","79"
"26535.725555842","90","90","90"
"26550.725010305","80","80","80"
"26565.72565969","74","74","74"
"26580.726333592","82","82","82"
"26595.725792575","89","89","89"
"26610.724739339","69","69","69"
"26625.72569716","89","89","89"
"26640.7261074","84","84","84"
"26655.725016863","63","63","63"
"26670.725491634","90","90","90"
"26685.725204457","69","69","69"
"26700.726097456","97","97","97"
"26715.725695922","81","81","81"
"26730.725017741","78","78","78"
"26745.725608955","86","86","86"
"26760.726720308","71","71","71"
"26775.726801671","75","75","75"
"26790.725754752","77","77","77"
"26805.725886067","77","77","77"
"26820.725046377","89","89","89"
"26835.727659895","0","0","0"
"26850.724819381","98","98","98"
"26865.724640009","96","96","96"
"26880.72567842","62","62","62"
"26895.728692108","81","81","81"
"26910.72525169","90","90","90"
"26925.724876303","91","91","91"
"26940.725192361","75","75","75"
"26955.726509016","98","98","98"
"26970.725913473","58","58","58"
"26985.725130053","77","77","77"
"27000.725674198","89","89","89"
"27015.726264539","90","90","90"
"27030.72497453","65","65","65"
"27045.72525817","84","84","84"
"27060.725970406","67","67","67"
"27075.72673706","79","79","79"
"27090.726265851","81","81","81"
"27105.725413413","87","87","87"
"27120.725145511","74","74","74"
"27135.726892713","84","84","84"
"27150.726410129","77","77","77"
"27165.725744586","90","90","90"
"27180.725779437","67","67","67"
"27195.72521834","77","77","77"
"27210.727781069","64","64","64"
"27225.72488328","92","92","92"
"27240.725427524","66","66","66"
"27255.725304278","95","95","95"
"27270.728196378","86","86","86"
"27285.725582474","93","93","93"
"27300.725919076","89","89","89"
"27315.725056487","89","89","89"
"27330.726388847","79","79","79"
"27345.72547711","94","94","94"
"27360.725462795","91","91","91"
"27375.725185931","93","93","93"
"27390.72618194","96","96","96"
"27405.725663221","74","74","74"
"27420.725239071","84","84","84"
"27435.724838372","66","66","66"
"27450.726261773","84","84","84"
"27465.724980832","86","86","86"
"27480.725424285","69","69","69"
"27495.725686452","60","60","60"
"27510.730253604","72","72","72"
"27525.727686752","78","78","78"
"27540.725706884","90","90","90"
"27555.724699592","85","85","85"
"27570.725111096","97","97","97"
"27585.727710239","83","83","83"
"27600.72620265","88","88","88"
"27615.725649788","80","80","80"
"27630.726165537","95","95","95"
"27645.725751878","81","81","81"
"27660.725233356","87","87","87"
"27675.725324708","94","94","94"
"27690.725063881","93","93","93"
