"Relative Time (Process)","train50-dali-all-CPU-processing - system/gpu.0.gpu","train50-dali-all-CPU-processing - system/gpu.0.gpu__MIN","train50-dali-all-CPU-processing - system/gpu.0.gpu__MAX"
"13470.616066935","94","94","94"
"13485.614764106","81","81","81"
"13500.615046053","89","89","89"
"13515.615297863","0","0","0"
"13530.615637194","87","87","87"
"13545.614685194","91","91","91"
"13560.614877201","91","91","91"
"13575.614903486","90","90","90"
"13590.616523887","87","87","87"
"13605.615090774","93","93","93"
"13620.615245559","87","87","87"
"13635.615365218","92","92","92"
"13650.616001198","59","59","59"
"13665.615951149","96","96","96"
"13680.615191358","84","84","84"
"13695.61515086","87","87","87"
"13710.616357306","89","89","89"
"13725.617233353","92","92","92"
"13740.614760257","74","74","74"
"13755.615267561","96","96","96"
"13770.615920374","83","83","83"
"13785.618055396","84","84","84"
"13800.614505682","93","93","93"
"13815.615461668","90","90","90"
"13830.615303412","87","87","87"
"13845.615884985","82","82","82"
"13860.614856947","85","85","85"
"13875.615066335","84","84","84"
"13890.614929006","92","92","92"
"13905.616115255","95","95","95"
"13920.61515331","92","92","92"
"13935.615074827","83","83","83"
"13950.615393641","80","80","80"
"13965.616673333","89","89","89"
"13980.616321281","93","93","93"
"13995.614887648","89","89","89"
"14010.615367532","93","93","93"
"14025.615607272","91","91","91"
"14040.617194046","86","86","86"
"14055.615701127","93","93","93"
"14070.614715573","73","73","73"
"14085.615102011","86","86","86"
"14100.618315389","88","88","88"
"14115.615226441","92","92","92"
"14130.615156448","94","94","94"
"14145.614566265","98","98","98"
"14160.616058932","85","85","85"
"14175.615165867","91","91","91"
"14190.615754342","81","81","81"
"14205.614889699","93","93","93"
"14220.616391264","78","78","78"
"14235.6152491","100","100","100"
"14250.615679978","71","71","71"
"14265.615161092","96","96","96"
"14280.616539367","84","84","84"
"14295.616133796","91","91","91"
"14310.6150492","75","75","75"
"14325.614905003","94","94","94"
"14340.61509703","71","71","71"
"14355.617126362","69","69","69"
"14370.614965985","94","94","94"
"14385.615647821","82","82","82"
"14400.616101469","94","94","94"
"14415.617984089","93","93","93"
"14430.615221104","97","97","97"
"14445.615518294","82","82","82"
"14460.615653263","91","91","91"
"14475.615882056","89","89","89"
"14490.614900322","66","66","66"
"14505.614565546","88","88","88"
"14520.614756782","92","92","92"
"14535.615897744","82","82","82"
"14550.615387636","89","89","89"
"14565.615380988","87","87","87"
"14580.61478223","93","93","93"
"14595.616283916","86","86","86"
"14610.61636672","93","93","93"
"14625.615374591","98","98","98"
"14640.615106435","89","89","89"
"14655.615772472","93","93","93"
"14670.617049476","93","93","93"
"14685.61555875","72","72","72"
"14700.615678061","92","92","92"
"14715.614921111","84","84","84"
"14730.618488374","91","91","91"
"14745.615185782","94","94","94"
"14760.614563546","65","65","65"
"14775.615207306","86","86","86"
"14790.616218328","83","83","83"
"14805.614544081","88","88","88"
"14820.614760696","93","93","93"
"14835.615072538","85","85","85"
"14850.615558867","91","91","91"
"14865.614937882","87","87","87"
"14880.615649531","92","92","92"
"14895.615418147","90","90","90"
"14910.615761064","94","94","94"
"14925.614901511","95","95","95"
"14940.614670665","82","82","82"
"14955.61496252","86","86","86"
"14970.616806724","73","73","73"
"14985.615658655","93","93","93"
"15000.615006942","85","85","85"
"15015.615293046","86","86","86"
"15030.615587627","68","68","68"
"15045.618516728","91","91","91"
"15060.615649892","94","94","94"
"15075.61512969","88","88","88"
"15090.615291245","95","95","95"
"15105.615871084","76","76","76"
"15120.615150867","85","85","85"
"15135.61569034","86","86","86"
"15150.614708801","91","91","91"
"15165.616288889","96","96","96"
"15180.615469718","78","78","78"
"15195.614678385","94","94","94"
"15210.615529704","84","84","84"
"15225.616071165","74","74","74"
"15240.616179589","92","92","92"
"15255.615450137","72","72","72"
"15270.614668069","80","80","80"
"15285.616337023","66","66","66"
"15300.617563018","82","82","82"
"15315.61586025","73","73","73"
"15330.615038541","89","89","89"
"15345.614758083","84","84","84"
"15360.61880859","95","95","95"
"15375.615600766","96","96","96"
"15390.615278235","74","74","74"
"15405.615467539","93","93","93"
"15420.615789897","94","94","94"
"15435.615157226","97","97","97"
"15450.614686074","85","85","85"
"15465.615090408","94","94","94"
"15480.616399914","82","82","82"
"15495.615357901","84","84","84"
"15510.615750319","92","92","92"
"15525.615091754","70","70","70"
"15540.616980767","79","79","79"
"15555.616902326","87","87","87"
"15570.615026431","89","89","89"
"15585.615085249","82","82","82"
"15600.614661969","87","87","87"
"15615.616355546","79","79","79"
"15630.615558443","88","88","88"
"15645.614952377","87","87","87"
"15660.615562667","89","89","89"
"15675.61688489","85","85","85"
"15690.614870416","91","91","91"
"15705.615680934","74","74","74"
"15720.614929164","91","91","91"
"15735.61582302","83","83","83"
"15750.615313877","89","89","89"
"15765.615402004","70","70","70"
"15780.615317385","83","83","83"
"15795.616422701","90","90","90"
"15810.615677276","94","94","94"
"15825.615347222","85","85","85"
"15840.615133281","87","87","87"
"15855.615242103","84","84","84"
"15870.617247299","94","94","94"
"15885.615627394","94","94","94"
"15900.615172783","81","81","81"
"15915.615533583","88","88","88"
"15930.61834122","88","88","88"
"15945.614791196","96","96","96"
"15960.61492082","93","93","93"
"15975.614953425","87","87","87"
"15990.617067668","89","89","89"
"16005.615355015","81","81","81"
"16020.615073052","91","91","91"
"16035.615083143","96","96","96"
"16050.616567941","84","84","84"
"16065.61555356","88","88","88"
"16080.61464451","92","92","92"
"16095.614873001","98","98","98"
"16110.618708618","86","86","86"
"16125.616175307","93","93","93"
"16140.615313838","95","95","95"
"16155.615107927","89","89","89"
"16170.616463181","100","100","100"
"16185.617312697","90","90","90"
"16200.614682904","95","95","95"
"16215.615233645","72","72","72"
"16230.615898826","94","94","94"
"16245.615645853","98","98","98"
"16260.615188055","85","85","85"
"16275.615322488","90","90","90"
"16290.615036756","98","98","98"
"16305.616027898","83","83","83"
"16320.615021516","90","90","90"
"16335.615054042","66","66","66"
"16350.614653324","92","92","92"
"16365.616052708","93","93","93"
"16380.615592241","79","79","79"
"16395.61501285","94","94","94"
"16410.614901944","89","89","89"
"16425.615214814","94","94","94"
"16440.616139859","91","91","91"
"16455.61520678","80","80","80"
"16470.615558049","82","82","82"
"16485.61557492","85","85","85"
"16500.61774746","91","91","91"
"16515.61471538","90","90","90"
"16530.615703524","90","90","90"
"16545.615150253","91","91","91"
"16560.615847704","81","81","81"
"16575.615180498","80","80","80"
"16590.615220249","94","94","94"
"16605.615239314","90","90","90"
"16620.619708727","92","92","92"
"16635.614970747","82","82","82"
"16650.615458511","88","88","88"
"16665.615101109","91","91","91"
"16680.61601011","92","92","92"
"16695.614988522","96","96","96"
"16710.615642247","89","89","89"
"16725.615346153","94","94","94"
"16740.616164475","92","92","92"
"16755.616260132","92","92","92"
"16770.614504871","94","94","94"
"16785.615608268","98","98","98"
"16800.61535311","87","87","87"
"16815.617447001","90","90","90"
"16830.6150003","82","82","82"
"16845.614678207","92","92","92"
"16860.614555798","94","94","94"
"16875.617164631","0","0","0"
"16890.614404317","94","94","94"
"16905.615167384","92","92","92"
"16920.615132943","85","85","85"
"16935.616153681","92","92","92"
"16950.615510067","92","92","92"
"16965.615420431","89","89","89"
"16980.615657794","85","85","85"
"16995.616776237","86","86","86"
"17010.61485342","93","93","93"
"17025.614652108","70","70","70"
"17040.615207042","90","90","90"
"17055.616015108","99","99","99"
"17070.615030412","57","57","57"
"17085.615541572","80","80","80"
"17100.615176469","88","88","88"
"17115.616311509","90","90","90"
"17130.617469163","56","56","56"
"17145.61476265","81","81","81"
"17160.615298661","88","88","88"
"17175.615318837","87","87","87"
"17190.617825473","92","92","92"
"17205.615276426","69","69","69"
"17220.615374021","93","93","93"
"17235.615160756","79","79","79"
"17250.619938667","82","82","82"
"17265.615691213","78","78","78"
"17280.615419817","74","74","74"
"17295.615506743","90","90","90"
"17310.616589976","94","94","94"
"17325.616015614","96","96","96"
"17340.615546033","80","80","80"
"17355.615328231","88","88","88"
"17370.615870795","72","72","72"
"17385.617518788","90","90","90"
"17400.615665408","95","95","95"
"17415.614534522","83","83","83"
"17430.614964971","82","82","82"
"17445.616452076","84","84","84"
"17460.614494206","95","95","95"
"17475.615126047","89","89","89"
"17490.614546203","90","90","90"
"17505.616098465","85","85","85"
"17520.617122488","89","89","89"
"17535.614605234","89","89","89"
"17550.615321218","91","91","91"
"17565.615404263","91","91","91"
"17580.617025646","70","70","70"
"17595.615000723","78","78","78"
"17610.615792285","88","88","88"
"17625.614899936","76","76","76"
"17640.616911702","92","92","92"
"17655.614897358","83","83","83"
"17670.615186408","94","94","94"
"17685.614673029","99","99","99"
"17700.616232805","88","88","88"
"17715.614918107","83","83","83"
"17730.614975375","78","78","78"
"17745.615338225","81","81","81"
"17760.616514148","94","94","94"
"17775.615901855","91","91","91"
"17790.614865265","85","85","85"
"17805.614934187","90","90","90"
"17820.616388497","86","86","86"
"17835.617772273","89","89","89"
"17850.615360292","93","93","93"
"17865.615070562","95","95","95"
"17880.61517577","81","81","81"
"17895.619280493","100","100","100"
"17910.614648939","88","88","88"
"17925.614851684","87","87","87"
"17940.614911124","89","89","89"
"17955.616120945","96","96","96"
"17970.61538733","72","72","72"
"17985.6147041","89","89","89"
"18000.614960021","76","76","76"
"18015.616151699","89","89","89"
"18030.615851926","92","92","92"
"18045.61553375","73","73","73"
"18060.614731407","86","86","86"
"18075.615262112","89","89","89"
"18090.61682023","93","93","93"
"18105.614499519","93","93","93"
"18120.615482627","91","91","91"
"18135.614699566","80","80","80"
"18150.615571318","78","78","78"
"18165.61543537","93","93","93"
"18180.615154044","84","84","84"
"18195.61527014","99","99","99"
"18210.616363895","78","78","78"
"18225.614821862","88","88","88"
"18240.614580313","89","89","89"
"18255.614532542","90","90","90"
"18270.61592525","92","92","92"
"18285.615501818","88","88","88"
"18300.614718727","98","98","98"
"18315.615026271","91","91","91"
"18330.615313018","90","90","90"
"18345.61658628","93","93","93"
"18360.614985103","92","92","92"
"18375.615316039","91","91","91"
"18390.615841078","97","97","97"
"18405.616274982","92","92","92"
"18420.614979559","78","78","78"
"18435.61529698","88","88","88"
"18450.614770556","91","91","91"
"18465.615591402","70","70","70"
"18480.61488077","86","86","86"
"18495.615478573","80","80","80"
"18510.614872078","78","78","78"
"18525.620310662","84","84","84"
"18540.615089425","59","59","59"
"18555.615486796","77","77","77"
"18570.615045747","92","92","92"
"18585.616402642","97","97","97"
"18600.615845412","91","91","91"
"18615.614410454","92","92","92"
"18630.615068558","97","97","97"
"18645.616274366","58","58","58"
"18660.616828911","92","92","92"
"18675.614936051","89","89","89"
"18690.615448514","94","94","94"
"18705.615916967","67","67","67"
"18720.617827922","87","87","87"
"18735.615072743","90","90","90"
"18750.614395831","60","60","60"
"18765.61569643","95","95","95"
"18780.61626852","91","91","91"
"18795.615252882","93","93","93"
"18810.615314397","91","91","91"
"18825.615482063","84","84","84"
"18840.616077753","79","79","79"
"18855.615903729","75","75","75"
"18870.615015644","88","88","88"
"18885.614491891","92","92","92"
"18900.618742535","75","75","75"
"18915.616195424","95","95","95"
"18930.614987111","96","96","96"
"18945.615040462","71","71","71"
"18960.615832884","74","74","74"
"18975.617519608","96","96","96"
"18990.615479296","76","76","76"
"19005.615545564","93","93","93"
"19020.615085556","87","87","87"
"19035.615557801","88","88","88"
"19050.615056384","91","91","91"
"19065.614856868","91","91","91"
"19080.615531588","87","87","87"
"19095.616263472","94","94","94"
"19110.615382648","96","96","96"
"19125.614466062","88","88","88"
"19140.615068096","95","95","95"
"19155.616214766","93","93","93"
"19170.6166679","93","93","93"
"19185.615539431","90","90","90"
"19200.615698044","84","84","84"
"19215.614930312","86","86","86"
"19230.616973463","90","90","90"
"19245.615116038","90","90","90"
"19260.615063138","86","86","86"
"19275.614667876","45","45","45"
"19290.617996275","90","90","90"
"19305.615082032","95","95","95"
"19320.614727851","67","67","67"
"19335.614499022","76","76","76"
"19350.616153209","85","85","85"
"19365.615433327","89","89","89"
"19380.615274046","94","94","94"
"19395.615543808","95","95","95"
"19410.615829016","90","90","90"
"19425.615624967","74","74","74"
"19440.614693673","91","91","91"
"19455.615350362","96","96","96"
"19470.616144561","81","81","81"
"19485.615615387","91","91","91"
"19500.615734606","86","86","86"
"19515.615310285","96","96","96"
"19530.615451233","90","90","90"
"19545.616422213","86","86","86"
"19560.615510587","93","93","93"
"19575.614639212","90","90","90"
"19590.614781347","88","88","88"
"19605.617266463","89","89","89"
"19620.61506981","94","94","94"
"19635.615535758","93","93","93"
"19650.615075738","97","97","97"
"19665.616083163","92","92","92"
"19680.615546329","92","92","92"
"19695.615633821","86","86","86"
"19710.615632281","92","92","92"
"19725.615514181","80","80","80"
"19740.615000781","94","94","94"
"19755.615104898","88","88","88"
"19770.615407665","88","88","88"
"19785.620674533","94","94","94"
"19800.616019079","71","71","71"
"19815.61519039","92","92","92"
"19830.614531853","89","89","89"
"19845.616180312","96","96","96"
"19860.615424324","87","87","87"
"19875.61514908","82","82","82"
"19890.615416286","86","86","86"
"19905.615984452","89","89","89"
"19920.617227118","89","89","89"
"19935.615372333","91","91","91"
"19950.615317222","100","100","100"
"19965.614929478","80","80","80"
"19980.615827775","88","88","88"
"19995.615190961","93","93","93"
"20010.615158316","90","90","90"
"20025.615206357","89","89","89"
"20040.616211848","89","89","89"
"20055.614942123","92","92","92"
"20070.615353037","96","96","96"
"20085.615394252","92","92","92"
"20100.616442814","96","96","96"
"20115.615720597","93","93","93"
"20130.615511493","96","96","96"
"20145.614916537","91","91","91"
"20160.615821368","87","87","87"
"20175.615863962","95","95","95"
"20190.615433994","80","80","80"
"20205.615424002","85","85","85"
"20220.615579263","77","77","77"
"20235.617285672","92","92","92"
"20250.614606128","87","87","87"
"20265.614990993","86","86","86"
"20280.615640226","87","87","87"
"20295.618390871","77","77","77"
"20310.615186311","87","87","87"
"20325.615454879","80","80","80"
"20340.614838914","89","89","89"
"20355.615437764","63","63","63"
"20370.614962067","90","90","90"
"20385.615332484","90","90","90"
"20400.614955298","96","96","96"
"20415.620837425","90","90","90"
"20430.616098624","76","76","76"
"20445.615151213","98","98","98"
"20460.615285292","81","81","81"
"20475.615396967","91","91","91"
"20490.616193384","87","87","87"
"20505.615250632","91","91","91"
"20520.614565409","89","89","89"
"20535.615058234","86","86","86"
"20550.615620962","93","93","93"
"20565.615130811","68","68","68"
"20580.615399907","83","83","83"
"20595.615187516","88","88","88"
"20610.618670128","83","83","83"
"20625.614622549","86","86","86"
"20640.614995292","83","83","83"
"20655.614910354","72","72","72"
"20670.615726942","84","84","84"
"20685.615396941","95","95","95"
"20700.614998858","82","82","82"
"20715.614705746","82","82","82"
"20730.616061867","93","93","93"
"20745.615798073","92","92","92"
"20760.614806874","89","89","89"
"20775.61500463","95","95","95"
"20790.61605713","88","88","88"
"20805.616592855","91","91","91"
"20820.61484555","84","84","84"
"20835.614821457","92","92","92"
"20850.615061173","90","90","90"
"20865.615954421","91","91","91"
"20880.615624766","94","94","94"
"20895.614622325","74","74","74"
"20910.615334205","89","89","89"
"20925.615593157","68","68","68"
"20940.614922514","70","70","70"
"20955.615057858","75","75","75"
"20970.615019613","71","71","71"
"20985.616267777","68","68","68"
"21000.615681118","75","75","75"
"21015.615439075","70","70","70"
"21030.614626371","66","66","66"
"21045.616199059","59","59","59"
"21060.616719389","65","65","65"
"21075.615179168","76","76","76"
"21090.615128217","72","72","72"
"21105.614792535","69","69","69"
"21120.616524935","65","65","65"
"21135.615149827","70","70","70"
"21150.614401973","70","70","70"
"21165.614801751","69","69","69"
"21180.61798863","65","65","65"
"21195.615096921","72","72","72"
"21210.615018408","72","72","72"
"21225.615573382","74","74","74"
"21240.615686633","66","66","66"
"21255.614656819","76","76","76"
"21270.614970449","66","66","66"
"21285.614991544","64","64","64"
"21300.615956009","71","71","71"
"21315.616684499","68","68","68"
"21330.614994774","59","59","59"
"21345.61554725","69","69","69"
"21360.615424919","71","71","71"
"21375.616599557","70","70","70"
"21390.615268836","74","74","74"
"21405.615006385","74","74","74"
"21420.615225967","70","70","70"
"21435.616231421","75","75","75"
"21450.615554218","73","73","73"
"21465.614928557","76","76","76"
"21480.614380201","78","78","78"
"21495.615226996","39","39","39"
"21510.617202201","66","66","66"
"21525.614800289","67","67","67"
"21540.615050006","69","69","69"
"21555.615359208","70","70","70"
"21570.616659286","63","63","63"
"21585.61513751","73","73","73"
"21600.614655821","71","71","71"
"21615.614841559","72","72","72"
"21630.619279358","70","70","70"
"21645.617141298","69","69","69"
"21660.615404701","73","73","73"
"21675.615198419","72","72","72"
"21690.615458361","71","71","71"
"21705.61877808","69","69","69"
"21720.615057714","67","67","67"
"21735.614698087","73","73","73"
"21750.615423737","82","82","82"
"21765.615490521","0","0","0"
"21780.615461437","0","0","0"
"21795.614837081","0","0","0"
"21810.614959165","73","73","73"
"21825.615296313","81","81","81"
"21840.617167284","88","88","88"
"21855.615018634","89","89","89"
"21870.614529485","81","81","81"
"21885.615314528","91","91","91"
"21900.615885199","95","95","95"
"21915.614584877","90","90","90"
"21930.614936335","83","83","83"
"21945.615559128","77","77","77"
"21960.616031268","89","89","89"
"21975.616184579","78","78","78"
"21990.615212919","94","94","94"
"22005.615044511","93","93","93"
"22020.616117157","90","90","90"
"22035.617548896","84","84","84"
"22050.614939321","76","76","76"
"22065.615577594","93","93","93"
"22080.615626222","86","86","86"
"22095.618739295","97","97","97"
"22110.615379574","90","90","90"
"22125.61551894","88","88","88"
"22140.614541011","82","82","82"
"22155.61578946","83","83","83"
"22170.615270872","86","86","86"
"22185.615544971","94","94","94"
"22200.614841451","93","93","93"
"22215.616528853","94","94","94"
"22230.616852383","78","78","78"
"22245.615832537","83","83","83"
"22260.614903049","93","93","93"
"22275.614799631","80","80","80"
"22290.61603821","88","88","88"
"22305.615689167","80","80","80"
"22320.614639007","88","88","88"
"22335.614960465","72","72","72"
"22350.619881388","91","91","91"
"22365.61542444","91","91","91"
"22380.614785739","91","91","91"
"22395.61491997","88","88","88"
"22410.61613621","84","84","84"
"22425.616275411","90","90","90"
"22440.615315851","93","93","93"
"22455.615103459","91","91","91"
"22470.615134934","88","88","88"
"22485.617237577","96","96","96"
"22500.614948091","72","72","72"
"22515.614759879","80","80","80"
"22530.614812567","77","77","77"
"22545.61625707","81","81","81"
"22560.615281437","91","91","91"
"22575.614641705","94","94","94"
"22590.61547188","85","85","85"
"22605.616079012","92","92","92"
"22620.615448602","82","82","82"
"22635.615862675","65","65","65"
"22650.615600709","80","80","80"
"22665.615894992","93","93","93"
"22680.616540742","95","95","95"
"22695.615365025","83","83","83"
"22710.614973693","94","94","94"
"22725.615900437","90","90","90"
"22740.617188552","89","89","89"
"22755.615252555","73","73","73"
"22770.614645969","88","88","88"
"22785.615593409","79","79","79"
"22800.616250358","92","92","92"
"22815.615063171","88","88","88"
"22830.615005132","72","72","72"
"22845.615498429","89","89","89"
"22860.616818087","89","89","89"
"22875.615477695","91","91","91"
"22890.615191613","87","87","87"
"22905.61480963","94","94","94"
"22920.615772593","73","73","73"
"22935.617262981","88","88","88"
"22950.615456165","92","92","92"
"22965.615434374","85","85","85"
"22980.616786378","86","86","86"
"22995.616679479","59","59","59"
"23010.615563001","87","87","87"
"23025.615650263","95","95","95"
"23040.615280305","77","77","77"
"23055.615315231","79","79","79"
"23070.615001906","87","87","87"
"23085.615307595","79","79","79"
"23100.614716081","91","91","91"
"23115.615827846","78","78","78"
"23130.615373667","78","78","78"
"23145.614647758","86","86","86"
"23160.615513556","86","86","86"
"23175.616633255","100","100","100"
"23190.616625182","92","92","92"
"23205.61555497","94","94","94"
"23220.614821425","85","85","85"
"23235.615972008","79","79","79"
"23250.615237733","0","0","0"
"23265.61542653","81","81","81"
"23280.615528285","86","86","86"
"23295.615451897","75","75","75"
"23310.615421415","82","82","82"
"23325.614955493","91","91","91"
"23340.614756009","82","82","82"
"23355.615651512","72","72","72"
"23370.617588173","87","87","87"
"23385.614890987","89","89","89"
"23400.614750514","91","91","91"
"23415.614731616","93","93","93"
"23430.617840789","88","88","88"
"23445.61565024","86","86","86"
"23460.615061256","93","93","93"
"23475.615622046","87","87","87"
"23490.616795344","78","78","78"
"23505.616013578","72","72","72"
"23520.615121981","81","81","81"
"23535.614783547","91","91","91"
"23550.616422067","73","73","73"
"23565.616602662","87","87","87"
"23580.615663187","88","88","88"
"23595.615376868","82","82","82"
"23610.61558094","94","94","94"
"23625.61756538","91","91","91"
"23640.61491539","87","87","87"
"23655.615365374","92","92","92"
"23670.615938995","94","94","94"
"23685.61500579","90","90","90"
"23700.615468434","93","93","93"
"23715.615163496","78","78","78"
"23730.615267959","63","63","63"
"23745.617434265","94","94","94"
"23760.615222059","91","91","91"
"23775.615038776","90","90","90"
"23790.615075078","95","95","95"
"23805.615736167","93","93","93"
"23820.615425931","95","95","95"
"23835.614635239","73","73","73"
"23850.615576926","89","89","89"
"23865.618459385","70","70","70"
"23880.615527642","88","88","88"
"23895.615413946","93","93","93"
"23910.614998902","89","89","89"
"23925.61818147","94","94","94"
"23940.616187831","91","91","91"
"23955.614629115","96","96","96"
"23970.614661374","82","82","82"
"23985.615776045","88","88","88"
"24000.616654833","88","88","88"
"24015.61485695","98","98","98"
"24030.615429792","85","85","85"
"24045.615476401","89","89","89"
"24060.617520437","86","86","86"
"24075.615302878","92","92","92"
"24090.61514175","87","87","87"
"24105.615153343","70","70","70"
"24120.615817132","90","90","90"
"24135.615262153","68","68","68"
"24150.615159186","75","75","75"
"24165.614706726","89","89","89"
"24180.616227041","91","91","91"
"24195.61536816","92","92","92"
"24210.614887215","93","93","93"
"24225.615094298","74","74","74"
"24240.62128253","85","85","85"
"24255.616312424","90","90","90"
"24270.615270567","85","85","85"
"24285.614419461","85","85","85"
"24300.615315105","87","87","87"
"24315.616387993","88","88","88"
"24330.615199313","84","84","84"
"24345.615202906","77","77","77"
"24360.615506728","93","93","93"
"24375.615782237","97","97","97"
"24390.615529094","94","94","94"
"24405.615050124","77","77","77"
"24420.615016471","91","91","91"
"24435.615894381","86","86","86"
"24450.621321634","89","89","89"
"24465.615067096","85","85","85"
"24480.614841498","87","87","87"
"24495.615899797","89","89","89"
"24510.615424274","96","96","96"
"24525.614612412","80","80","80"
"24540.615564799","68","68","68"
"24555.61633002","100","100","100"
"24570.61599528","90","90","90"
"24585.614544257","81","81","81"
"24600.61559991","89","89","89"
"24615.616755653","93","93","93"
"24630.615408802","88","88","88"
"24645.615244902","92","92","92"
"24660.615157798","93","93","93"
"24675.615865505","91","91","91"
"24690.61783334","93","93","93"
"24705.615039372","90","90","90"
"24720.615444856","86","86","86"
"24735.61525231","90","90","90"
"24750.61635821","89","89","89"
"24765.614512448","91","91","91"
"24780.615540123","63","63","63"
"24795.614959647","92","92","92"
"24810.616129636","98","98","98"
"24825.615230598","91","91","91"
"24840.615192837","75","75","75"
"24855.614924004","89","89","89"
"24870.615946444","98","98","98"
"24885.616866915","85","85","85"
"24900.61502529","88","88","88"
"24915.615418873","80","80","80"
"24930.615881589","89","89","89"
"24945.616930887","89","89","89"
"24960.615552653","92","92","92"
"24975.615480378","91","91","91"
"24990.615389694","88","88","88"
"25005.615624881","90","90","90"
"25020.615006612","75","75","75"
"25035.614698373","92","92","92"
"25050.615675052","78","78","78"
"25065.616083564","85","85","85"
"25080.615050335","94","94","94"
"25095.615739484","72","72","72"
"25110.614721353","89","89","89"
"25125.616235901","71","71","71"
"25140.615930318","73","73","73"
"25155.615226037","94","94","94"
"25170.615013594","76","76","76"
"25185.616620172","89","89","89"
"25200.617099357","92","92","92"
"25215.615351496","78","78","78"
"25230.615550265","44","44","44"
"25245.615277902","93","93","93"
"25260.617436313","93","93","93"
"25275.615428729","94","94","94"
"25290.615351132","67","67","67"
"25305.614934321","82","82","82"
"25320.617611971","91","91","91"
"25335.615279699","69","69","69"
"25350.614980916","80","80","80"
"25365.6148102","92","92","92"
"25380.61649881","94","94","94"
"25395.615249049","93","93","93"
"25410.614702588","93","93","93"
"25425.615095375","92","92","92"
"25440.61668299","89","89","89"
"25455.615107228","87","87","87"
"25470.615344229","90","90","90"
"25485.614986199","84","84","84"
"25500.619118536","96","96","96"
"25515.614882111","92","92","92"
"25530.615314537","87","87","87"
"25545.614568172","89","89","89"
"25560.617406743","89","89","89"
"25575.61503672","77","77","77"
"25590.614910639","90","90","90"
"25605.615490762","90","90","90"
"25620.616515689","91","91","91"
"25635.614904156","84","84","84"
"25650.615527046","87","87","87"
"25665.616332645","93","93","93"
"25680.615968477","88","88","88"
"25695.614798295","92","92","92"
"25710.614898708","88","88","88"
"25725.616585105","75","75","75"
"25740.615644399","98","98","98"
"25755.615529906","93","93","93"
"25770.615093681","90","90","90"
"25785.616561569","91","91","91"
"25800.615578154","77","77","77"
"25815.615679073","88","88","88"
"25830.615669535","89","89","89"
"25845.617663966","94","94","94"
"25860.615612373","72","72","72"
"25875.614536844","79","79","79"
"25890.614749789","93","93","93"
"25905.61757935","93","93","93"
"25920.615099961","96","96","96"
"25935.615354304","93","93","93"
"25950.615012691","83","83","83"
"25965.615075821","0","0","0"
"25980.61485989","85","85","85"
"25995.615340251","74","74","74"
"26010.615395184","93","93","93"
"26025.616162217","94","94","94"
"26040.615784214","91","91","91"
"26055.614706427","86","86","86"
"26070.615127956","88","88","88"
"26085.62025892","87","87","87"
"26100.615600598","69","69","69"
"26115.615188232","93","93","93"
"26130.615147572","75","75","75"
"26145.615795256","95","95","95"
"26160.615670942","30","30","30"
"26175.614801952","88","88","88"
"26190.615011803","88","88","88"
"26205.616444663","85","85","85"
"26220.614644629","89","89","89"
"26235.614952423","70","70","70"
"26250.614727523","85","85","85"
"26265.616708866","85","85","85"
"26280.615680451","90","90","90"
"26295.615257327","79","79","79"
"26310.615104917","91","91","91"
"26325.616939918","91","91","91"
"26340.615975086","92","92","92"
"26355.615577314","86","86","86"
"26370.615183472","86","86","86"
"26385.616040305","93","93","93"
"26400.61487209","76","76","76"
"26415.614787956","71","71","71"
"26430.615077284","82","82","82"
"26445.616496189","83","83","83"
"26460.616151273","92","92","92"
"26475.615231043","76","76","76"
"26490.615097617","93","93","93"
"26505.615261467","95","95","95"
"26520.616743512","95","95","95"
"26535.614424207","89","89","89"
"26550.614833254","88","88","88"
"26565.615320478","91","91","91"
"26580.617268893","91","91","91"
"26595.615620065","81","81","81"
"26610.614927274","79","79","79"
"26625.615341479","83","83","83"
"26640.617861742","90","90","90"
"26655.615604458","90","90","90"
"26670.615586314","76","76","76"
"26685.614846318","91","91","91"
"26700.618683972","89","89","89"
"26715.615020364","89","89","89"
"26730.615378842","58","58","58"
"26745.614993009","77","77","77"
"26760.617906583","93","93","93"
"26775.614697785","88","88","88"
"26790.614953138","91","91","91"
"26805.615522721","94","94","94"
"26820.616294432","94","94","94"
"26835.615389157","88","88","88"
"26850.61535192","93","93","93"
"26865.615176171","81","81","81"
"26880.616511322","97","97","97"
"26895.6157956","84","84","84"
"26910.614697764","92","92","92"
"26925.61477438","88","88","88"
"26940.61631968","96","96","96"
"26955.615871655","82","82","82"
"26970.615082834","89","89","89"
"26985.615273194","84","84","84"
"27000.616341888","74","74","74"
"27015.616246168","91","91","91"
"27030.614678724","100","100","100"
"27045.6147838","87","87","87"
"27060.61650773","86","86","86"
"27075.616729448","84","84","84"
"27090.615270414","83","83","83"
"27105.614912116","92","92","92"
"27120.614295891","87","87","87"
"27135.615790152","90","90","90"
"27150.61506372","77","77","77"
"27165.61560672","95","95","95"
"27180.615048242","87","87","87"
"27195.618037943","98","98","98"
"27210.614697777","94","94","94"
"27225.615326922","89","89","89"
"27240.614838567","79","79","79"
"27255.616117199","83","83","83"
"27270.615556911","73","73","73"
"27285.615112765","84","84","84"
"27300.615533663","88","88","88"
"27315.61988728","95","95","95"
"27330.615651502","88","88","88"
"27345.61512646","67","67","67"
